miRNA_fam	Total_Count	Total_Percentage	Manakov2022.tsv_Count	Manakov2022.tsv_Percentage	Hejret2023.tsv_Count	Hejret2023.tsv_Percentage	Klimentova2022.tsv_Count	Klimentova2022.tsv_Percentage
cli-miR-137a-5p	4	0.0002777527028809899	0	0.0	4	0.05548619780829519	0	0.0
miR-6851-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-3199	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6840-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-937	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-4312	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6738-3p	4	0.0002777527028809899	2	0.00013969397241463127	2	0.027743098904147594	0	0.0
miR-10400-3p	4	0.0002777527028809899	3	0.00020954095862194688	0	0.0	1	0.08196721311475409
miR-6875-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-3144-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-7156-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-12127	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-5581-5p	4	0.0002777527028809899	1	6.984698620731564e-05	3	0.04161464835622139	0	0.0
miR-4695-3p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-4474-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-298	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-4793-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-4793-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-2681-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-4533	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-6829-5p	4	0.0002777527028809899	3	0.00020954095862194688	0	0.0	1	0.08196721311475409
miR-4799-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
mir-368	4	0.0002777527028809899	1	6.984698620731564e-05	3	0.04161464835622139	0	0.0
mir-3938	4	0.0002777527028809899	2	0.00013969397241463127	2	0.027743098904147594	0	0.0
mir-1272	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6864-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-3682-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-6775-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-3169	4	0.0002777527028809899	3	0.00020954095862194688	0	0.0	1	0.08196721311475409
miR-4714-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-6767-3p	4	0.0002777527028809899	1	6.984698620731564e-05	0	0.0	3	0.24590163934426232
mir-1204	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-3143	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-3622	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-3942-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
mir-3670	4	0.0002777527028809899	1	6.984698620731564e-05	2	0.027743098904147594	1	0.08196721311475409
miR-4732-3p	4	0.0002777527028809899	1	6.984698620731564e-05	2	0.027743098904147594	1	0.08196721311475409
miR-3936	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6800-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6843-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-3189-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-1266	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-10397-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-6759-3p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-4728-3p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-4501	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6733-3p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-4779	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-1260a	4	0.0002777527028809899	0	0.0	4	0.05548619780829519	0	0.0
mir-1260b	4	0.0002777527028809899	0	0.0	4	0.05548619780829519	0	0.0
miR-5094	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-7152-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-548bc	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-4683	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6806-3p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-4789-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-3175	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6761-3p	4	0.0002777527028809899	0	0.0	0	0.0	4	0.32786885245901637
miR-6818-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-4649-3p	4	0.0002777527028809899	3	0.00020954095862194688	0	0.0	1	0.08196721311475409
mir-1294	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-922	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
mir-1179	4	0.0002777527028809899	2	0.00013969397241463127	2	0.027743098904147594	0	0.0
mir-223	4	0.0002777527028809899	2	0.00013969397241463127	2	0.027743098904147594	0	0.0
miR-5584-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-6838-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-6832-5p	4	0.0002777527028809899	2	0.00013969397241463127	1	0.013871549452073797	1	0.08196721311475409
miR-4700-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-1908	4	0.0002777527028809899	0	0.0	4	0.05548619780829519	0	0.0
miR-6737-3p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-6855-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-202	4	0.0002777527028809899	2	0.00013969397241463127	2	0.027743098904147594	0	0.0
miR-1229-3p	4	0.0002777527028809899	0	0.0	4	0.05548619780829519	0	0.0
mir-3688	4	0.0002777527028809899	2	0.00013969397241463127	2	0.027743098904147594	0	0.0
miR-3184-5p	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
miR-4321	4	0.0002777527028809899	4	0.00027938794482926254	0	0.0	0	0.0
mir-23c	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6512-5p	4	0.0002777527028809899	3	0.00020954095862194688	1	0.013871549452073797	0	0.0
miR-6747-5p	3	0.00020831452716074244	0	0.0	2	0.027743098904147594	1	0.08196721311475409
miR-6777-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-1273h-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-1976	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-3922-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-12121	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4519	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-5690	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6719-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-5189-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-7114-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6766-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-620	3	0.00020831452716074244	2	0.00013969397241463127	0	0.0	1	0.08196721311475409
miR-6514-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-7160-5p	3	0.00020831452716074244	1	6.984698620731564e-05	1	0.013871549452073797	1	0.08196721311475409
miR-10524-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-504	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6824-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6877-3p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-6875-5p	3	0.00020831452716074244	1	6.984698620731564e-05	0	0.0	2	0.16393442622950818
miR-2054	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-4707-3p	3	0.00020831452716074244	0	0.0	3	0.04161464835622139	0	0.0
mir-549	3	0.00020831452716074244	0	0.0	2	0.027743098904147594	1	0.08196721311475409
mir-3927	3	0.00020831452716074244	0	0.0	3	0.04161464835622139	0	0.0
miR-8054	3	0.00020831452716074244	2	0.00013969397241463127	0	0.0	1	0.08196721311475409
miR-7109-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6762-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6811-3p	3	0.00020831452716074244	2	0.00013969397241463127	0	0.0	1	0.08196721311475409
miR-6510-5p	3	0.00020831452716074244	0	0.0	0	0.0	3	0.24590163934426232
miR-6509-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-3663-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6791-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-150	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-7112-5p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
mir-488	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6842-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4726-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-1253	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-8059	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-4639-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6776-3p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-4665-3p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-6848-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-9898	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-3159	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-7844-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6757-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6874-3p	3	0.00020831452716074244	1	6.984698620731564e-05	1	0.013871549452073797	1	0.08196721311475409
mir-1258	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-4759	3	0.00020831452716074244	0	0.0	3	0.04161464835622139	0	0.0
mir-1199	3	0.00020831452716074244	0	0.0	3	0.04161464835622139	0	0.0
miR-7155-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-3926	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-4685-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6847-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-4676-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-5002-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-5003-3p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-5006-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
mir-562	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-5090	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-4435	3	0.00020831452716074244	1	6.984698620731564e-05	0	0.0	2	0.16393442622950818
miR-4781-3p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
mir-4798	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-4268	3	0.00020831452716074244	1	6.984698620731564e-05	1	0.013871549452073797	1	0.08196721311475409
mir-621	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6760-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6764-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4745-5p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-7843-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-3059-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-4731-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4640-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-4732-5p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-7106-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6894-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-2682-5p	3	0.00020831452716074244	2	0.00013969397241463127	0	0.0	1	0.08196721311475409
miR-5003-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
mir-920	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
mir-581	3	0.00020831452716074244	1	6.984698620731564e-05	0	0.0	2	0.16393442622950818
miR-4503	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-4745-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6830-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-4686	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
mir-6132	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-1973	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6753-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-7856-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-3671	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6878-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-5689	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-2113	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-3124-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-3132	3	0.00020831452716074244	2	0.00013969397241463127	0	0.0	1	0.08196721311475409
miR-6822-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-147b-5p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-7849-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
mir-4315	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-1289	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-3925-5p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-6773-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-101-2-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4471	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6079	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4802-5p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6834-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6895-5p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-2276-5p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
mir-3664	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6738-5p	3	0.00020831452716074244	0	0.0	0	0.0	3	0.24590163934426232
mir-3617	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-6774-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-4504	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4697-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6826-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4800-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6750-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-3689	3	0.00020831452716074244	1	6.984698620731564e-05	1	0.013871549452073797	1	0.08196721311475409
miR-8077	3	0.00020831452716074244	0	0.0	3	0.04161464835622139	0	0.0
miR-6801-5p	3	0.00020831452716074244	0	0.0	3	0.04161464835622139	0	0.0
miR-6886-3p	3	0.00020831452716074244	1	6.984698620731564e-05	1	0.013871549452073797	1	0.08196721311475409
miR-10526-3p	3	0.00020831452716074244	0	0.0	3	0.04161464835622139	0	0.0
miR-6739-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-4672	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
mir-591	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-4658	3	0.00020831452716074244	0	0.0	2	0.027743098904147594	1	0.08196721311475409
miR-5190	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6787-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-3692-3p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-585-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6884-5p	3	0.00020831452716074244	1	6.984698620731564e-05	1	0.013871549452073797	1	0.08196721311475409
miR-4323	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-6797-3p	3	0.00020831452716074244	1	6.984698620731564e-05	2	0.027743098904147594	0	0.0
miR-6716-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6726-5p	3	0.00020831452716074244	3	0.00020954095862194688	0	0.0	0	0.0
miR-4525	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-6864-3p	3	0.00020831452716074244	2	0.00013969397241463127	1	0.013871549452073797	0	0.0
miR-4470	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4493	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-3128	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-6825-3p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-6731-5p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6852-5p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4314	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-3124-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
mir-622	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
mir-379	2	0.00013887635144049494	0	0.0	1	0.013871549452073797	1	0.08196721311475409
miR-4735-5p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-5087	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-4290	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6778-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4804-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-499b-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
mir-711	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6814-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-8055	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4514	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-3181	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6766-5p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-3121	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-2117	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4713-3p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-873	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
mir-564	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4735-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4265	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-4637	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6832-3p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-3135	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4691-5p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-7156-3p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-4764-5p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-6771-3p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-378_2	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-6839-3p	2	0.00013887635144049494	1	6.984698620731564e-05	0	0.0	1	0.08196721311475409
miR-4490	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-4727-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4498	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
mir-431	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-7973	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-134	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-3616-5p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6823-3p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-3134	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
mir-596	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-7843-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6802-5p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-4530	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-6860	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-4506	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4439	2	0.00013887635144049494	1	6.984698620731564e-05	0	0.0	1	0.08196721311475409
miR-6868-5p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-6858-3p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
mir-568	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-10397-5p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-4767	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-12135	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-5698	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-8076	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-8061	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-6773-5p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-5700	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-4768-3p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
mir-290	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-2115-3p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-4712-5p	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6084	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
mir-635	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-7107-3p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-4479	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-3610	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6845-3p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-4634	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-7162-5p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-6874-5p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-6499-5p	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
mir-6131	2	0.00013887635144049494	0	0.0	2	0.027743098904147594	0	0.0
miR-3168	2	0.00013887635144049494	2	0.00013969397241463127	0	0.0	0	0.0
miR-6814-5p	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
mir-3156	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
miR-8087	2	0.00013887635144049494	1	6.984698620731564e-05	1	0.013871549452073797	0	0.0
